reaction_id,prompt,answer,generated
R-HSA-9612639,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NRG2:p-ERBB4 homodimers [plasma membrane] (complex of NRG2 [extracellular region] (UniProt: O14511)), GABRA1 heteropentamers:GABA [plasma membrane] (complex of GABA [extracellular region] (ChEBI: 59888), GABRB1 [plasma membrane] (UniProt: P18505), GABRB2 [plasma membrane] (UniProt: P47870), GABRB3 [plasma membrane] (UniProt: P28472), GABRG2 [plasma membrane] (UniProt: P18507), GABRG3 [plasma membrane] (UniProt: Q99928), GABRA1 [plasma membrane] (UniProt: P14867), GABRQ [plasma membrane] (UniProt: Q9UN88))
Products: ","NRG2:p-ERBB4 homodimers:GABRA1 heteropentamers:GABA [plasma membrane] (complex of NRG2 [extracellular region] (UniProt: O14511), GABA [extracellular region] (ChEBI: 59888), GABRB1 [plasma membrane] (UniProt: P18505), GABRB2 [plasma membrane] (UniProt: P47870), GABRB3 [plasma membrane] (UniProt: P28472), GABRG2 [plasma membrane] (UniProt: P18507), GABRG3 [plasma membrane] (UniProt: Q99928), GABRA1 [plasma membrane] (UniProt: P14867), GABRQ [plasma membrane] (UniProt: Q9UN88))",
R-HSA-9629679,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: PDE3A  inhibitors [cytosol], PDE3A [cytosol] (UniProt: Q14432)
Products: ",PDE3A inhibitors:PDE3A [cytosol] (complex of PDE3A [cytosol] (UniProt: Q14432)),
R-HSA-9648268,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: HTR1A [plasma membrane] (UniProt: P08908), HTR1A antagonists [extracellular region]
Products: ",HTR1A:HTR1A Antagonist drugs [plasma membrane] (complex of HTR1A [plasma membrane] (UniProt: P08908)),
R-HSA-9659380,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: MET channel:Tip link:USH1C:USH1G:MYO7A:cytoskeleton (IHC) [plasma membrane] (complex of TMC1 [plasma membrane] (UniProt: Q8TDI8), TMC2 [plasma membrane] (UniProt: Q8TDI7), CIB2 [cytosol] (UniProt: O75838), LHFPL5 [plasma membrane] (UniProt: Q8TAF8), TMIE [plasma membrane] (UniProt: Q8NEW7), MYO7A [cytosol] (UniProt: Q13402), USH1C [cytosol] (UniProt: Q9Y6N9), USH1G [cytosol] (UniProt: Q495M9), CDH23 [plasma membrane] (UniProt: Q9H251), PCDH15 [plasma membrane] (UniProt: Q96QU1), MYO15A [cytosol] (UniProt: Q9UKN7), WHRN [cytosol] (UniProt: Q9P202), CASK [cytosol] (UniProt: O14936), EPS8 [cytosol] (UniProt: Q12929), EPS8L2 [cytosol] (UniProt: Q9H6S3), TWF2 [cytosol] (UniProt: Q6IBS0), CAPZA1 [cytosol] (UniProt: P52907), CAPZA2 [cytosol] (UniProt: P47755), CAPZB [cytosol] (UniProt: P47756), MYO3A [cytosol] (UniProt: Q8NEV4), MYO3B [cytosol] (UniProt: Q8WXR4), ESPN [cytosol] (UniProt: B1AK53), ESPNL [cytosol] (UniProt: Q6ZVH7), FSCN2 [cytosol] (UniProt: O14926), PLS1 [cytosol] (UniProt: Q14651), MYO1C [cytosol] (UniProt: O00159), EPB41L1 [cytosol] (UniProt: Q9H4G0), p-T564-RDX [cytosol] (UniProt: P35241), p-T558-MSN [cytosol] (UniProt: P26038), p-T567-EZR [cytosol] (UniProt: P15311), TPRN [cytosol] (UniProt: Q4KMQ1), GRXCR1 [cytosol] (UniProt: A8MXD5), GRXCR2 [cytosol] (UniProt: A6NFK2), XIRP2 [cytosol] (UniProt: A4UGR9), TWF1 [cytosol] (UniProt: Q12792), CLIC5 [plasma membrane] (UniProt: Q9NZA1), MYH9 [cytosol] (UniProt: P35579), RIPOR2 [cytosol] (UniProt: Q9Y4F9), SPTAN1 [cytosol] (UniProt: Q13813), SPTBN1 [cytosol] (UniProt: Q01082), EPB41L3 [cytosol] (UniProt: Q9Y2J2), DFNB59 [cytosol] (UniProt: Q0ZLH3))
Reactants: Ca2+ [extracellular region] (ChEBI: 29108), K+ [extracellular region] (ChEBI: 29103)
Products: ","Ca2+ [cytosol] (ChEBI: 29108), K+ [cytosol] (ChEBI: 29103)",
R-HSA-9712190,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: cAMP:Olfactory CNG channel [plasma membrane] (complex of cAMP [cytosol] (ChEBI: 58165), CNGA4 [plasma membrane] (UniProt: Q8IV77), CNGA2 [plasma membrane] (UniProt: Q16280))
Reactants: Na+ [extracellular region] (ChEBI: 29101), Ca2+ [extracellular region] (ChEBI: 29108)
Products: ","Na+ [cytosol] (ChEBI: 29101), Ca2+ [cytosol] (ChEBI: 29108)",
R-HSA-9832208,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: IRX2 gene [nucleoplasm] (ENSEMBL: ENSG00000170561)
Products: ",IRX2 [nucleoplasm] (UniProt: Q9BZI1),
R-HSA-9844375,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: ZNF423 [nucleoplasm] (UniProt: Q2M1K9), EBF2, EBF2:Blnc1 lncRNA:HNRNPU: PPARA gene, PRDM16 gene, UCP1 gene, (CIDEA gene, DIO2 gene, ELOVL3 gene) [nucleoplasm]
Products: ","ZNF423:EBF2, EBF2:Blnc1 lncRNA:HNRNPU:PPARA gene, PRDM16 gene, UCP1 gene, (CIDEA gene, DIO2 gene, ELOVL3 gene) [nucleoplasm]",
R-HSA-9846477,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: A4GALT [Golgi membrane] (UniProt: Q9NPC4)
Reactants: LacCer-d18 [Golgi membrane] (ChEBI: 17950), UDP-Gal [Golgi lumen] (ChEBI: 66914)
Products: ","Gb3Cer [Golgi membrane] (ChEBI: 18313), UDP [Golgi lumen] (ChEBI: 58223), H+ [Golgi lumen] (ChEBI: 15378)",
R-HSA-9911599,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: Fes [cytosol] (UniProt: P13039)
Reactants: H2O [cytosol] (ChEBI: 15377), FeEnt [cytosol] (ChEBI: 28199), H+ [cytosol] (ChEBI: 15378)
Products: ","Fe(III)-DHBS [cytosol] (ChEBI: 143010), DHBS [cytosol] (ChEBI: 58154)",
R-HSA-9927930,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DppBCDF [plasma membrane] (complex of DppB [plasma membrane] (UniProt: P0AEF8), DppC [plasma membrane] (UniProt: P0AEG1), DppD [plasma membrane] (UniProt: P0AAG0), DppF [plasma membrane] (UniProt: P37313))
Reactants: ATP [cytosol] (ChEBI: 30616), PBP:heme [periplasmic space] (complex of DppA [periplasmic space] (UniProt: P23847), MppA [periplasmic space] (UniProt: P77348), heme [periplasmic space] (ChEBI: 60344))
Products: ","ADP [cytosol] (ChEBI: 456216), PBP [periplasmic space] (complex of DppA [periplasmic space] (UniProt: P23847), MppA [periplasmic space] (UniProt: P77348)), Pi [cytosol] (ChEBI: 43474), heme b [cytosol] (ChEBI: 26355)",
R-HSA-9941470,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC26A11 [plasma membrane] (UniProt: Q86WA9)
Reactants: H+ [extracellular region] (ChEBI: 15378), SO4(2-) [extracellular region] (ChEBI: 16189)
Products: ","H+ [cytosol] (ChEBI: 15378), SO4(2-) [cytosol] (ChEBI: 16189)",
R-HSA-109903,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: UCK2 tetramer [cytosol] (complex of UCK 2 [cytosol] (UniProt: Q9BZX2))
Reactants: Cyt-Rib, Ura-Rib [cytosol] (complex of Cyt-Rib [cytosol] (ChEBI: 17562), Ura-Rib [cytosol] (ChEBI: 16704)), ATP [cytosol] (ChEBI: 30616)
Products: ","CMP, UMP [cytosol] (complex of CMP [cytosol] (ChEBI: 60377), UMP [cytosol] (ChEBI: 57865)), ADP [cytosol] (ChEBI: 456216)",
R-HSA-1183032,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: SLC2A4 gene (GLUT4 gene) [nucleoplasm] (ENSEMBL: ENSG00000181856)
Products: ",GLUT4 / SLC2A4 tetramer [plasma membrane] (complex of SLC2A4 [plasma membrane] (UniProt: P14672)),
R-HSA-1247922,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: GGCT dimer [cytosol] (complex of GGCT [cytosol] (UniProt: O75223))
Reactants: gGluCys [cytosol] (ChEBI: 58173)
Products: ","L-Cys [cytosol] (ChEBI: 35235), OPRO [cytosol] (ChEBI: 58402)",
R-HSA-1362417,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: Mitoferrin1,2 [mitochondrial inner membrane] (complex of SLC25A37 [mitochondrial inner membrane] (UniProt: Q9NYZ2), SLC25A28 [mitochondrial inner membrane] (UniProt: Q96A46))
Reactants: Fe2+ [mitochondrial intermembrane space] (ChEBI: 29033)
Products: ",Fe2+ [mitochondrial matrix] (ChEBI: 29033),
R-HSA-1475028,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CA5A,B:Zinc [mitochondrial matrix] (complex of CA5A [mitochondrial matrix] (UniProt: P35218), Zn2+ [mitochondrial matrix] (ChEBI: 29105), CA5B [mitochondrial matrix] (UniProt: Q9Y2D0))
Reactants: H+ [mitochondrial matrix] (ChEBI: 15378), HCO3- [mitochondrial matrix] (ChEBI: 17544)
Products: ","CO2 [mitochondrial matrix] (ChEBI: 16526), H2O [mitochondrial matrix] (ChEBI: 15377)",
R-HSA-159790,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: VKORC1 dimer [endoplasmic reticulum membrane] (complex of VKORC1 [endoplasmic reticulum membrane] (UniProt: Q9BQB6))
Reactants: H+ [endoplasmic reticulum lumen] (ChEBI: 15378), MK4 epoxide [endoplasmic reticulum lumen] (ChEBI: 90152)
Products: ",MK4 [endoplasmic reticulum lumen] (ChEBI: 78277),
R-HSA-162797,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: PIGZ [endoplasmic reticulum membrane] (UniProt: Q86VD9)
Reactants: mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI [lumenal side of endoplasmic reticulum membrane] (ChEBI: 53059), DOLP-Man [lumenal side of endoplasmic reticulum membrane] (ChEBI: 58211)
Products: ",mannose (a1) mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI [lumenal side of endoplasmic reticulum membrane],
R-HSA-1655850,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: FDFT1 gene [nucleoplasm] (ENSEMBL: ENSG00000079459)
Products: ",FDFT1 [endoplasmic reticulum membrane] (UniProt: P37268),
R-HSA-166387,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: FA anion:UCP dimer  ""head-out"" complex [mitochondrial inner membrane] (complex of Fatty Acid anion ""head-out"" [mitochondrial inner membrane] (ChEBI: 28868), UCP1 [mitochondrial inner membrane] (UniProt: P25874), UCP2 [mitochondrial inner membrane] (UniProt: P55851), UCP3 [mitochondrial inner membrane] (UniProt: P55916), SLC25A27 [mitochondrial inner membrane] (UniProt: O95847), SLC25A14 [mitochondrial inner membrane] (UniProt: O95258))
Products: ","Fatty Acid anion ""head-out"" [mitochondrial inner membrane] (ChEBI: 28868), UCP dimer [mitochondrial inner membrane] (complex of UCP1 [mitochondrial inner membrane] (UniProt: P25874), UCP2 [mitochondrial inner membrane] (UniProt: P55851), UCP3 [mitochondrial inner membrane] (UniProt: P55916), SLC25A27 [mitochondrial inner membrane] (UniProt: O95847), SLC25A14 [mitochondrial inner membrane] (UniProt: O95258))",
R-HSA-174959,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: NAT1 [cytosol] (UniProt: P18440), Ac-CoA [cytosol] (ChEBI: 57288)
Products: ","AcC-NAT1 [cytosol] (UniProt: P18440), CoA-SH [cytosol] (ChEBI: 57287)",
R-HSA-1791075,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: DNAJB11 gene [nucleoplasm] (ENSEMBL: ENSG00000090520)
Products: ",DNAJB11 [endoplasmic reticulum lumen] (UniProt: Q9UBS4),
R-HSA-1791144,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: EXTL3 gene [nucleoplasm] (ENSEMBL: ENSG00000012232)
Products: ",EXTL3 [endoplasmic reticulum membrane] (UniProt: O43909),
R-HSA-189423,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: 2xPPOX:FAD [mitochondrial intermembrane space] (complex of PPOX [mitochondrial intermembrane space] (UniProt: P50336), FAD [mitochondrial intermembrane space] (ChEBI: 57692))
Reactants: PPGEN9 [mitochondrial intermembrane space] (ChEBI: 57307), O2 [mitochondrial intermembrane space] (ChEBI: 15379)
Products: ","PRIN9 [mitochondrial intermembrane space] (ChEBI: 57306), H2O2 [mitochondrial intermembrane space] (ChEBI: 16240)",
R-HSA-191402,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: FDFT:Mg2+ [endoplasmic reticulum membrane] (complex of FDFT1 [endoplasmic reticulum membrane] (UniProt: P37268), Mg2+ [cytosol] (ChEBI: 18420))
Reactants: PSQPP [cytosol] (ChEBI: 57310), H+ [cytosol] (ChEBI: 15378), NADPH [cytosol] (ChEBI: 57783)
Products: ","SQNE [cytosol] (ChEBI: 15440), NADP+ [cytosol] (ChEBI: 58349), PPi [cytosol] (ChEBI: 33019)",
R-HSA-193060,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: CYP19A1 [endoplasmic reticulum membrane] (UniProt: P11511)
Reactants: ANDST [cytosol] (ChEBI: 16422), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378), O2 [cytosol] (ChEBI: 15379)
Products: ","E1 [cytosol] (ChEBI: 17263), NADP+ [cytosol] (ChEBI: 58349), H2O [cytosol] (ChEBI: 15377), HCOOH [cytosol] (ChEBI: 15740)",
R-HSA-194079,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLCO1B3 [plasma membrane] (UniProt: Q9NPD5)
Reactants: GCCA, TCCA [extracellular region] (complex of GCCA [extracellular region] (ChEBI: 29746), TCCA [extracellular region] (ChEBI: 36257))
Products: ","GCCA, TCCA [cytosol] (complex of GCCA [cytosol] (ChEBI: 29746), TCCA [cytosol] (ChEBI: 36257))",
R-HSA-196402,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DHCR7 [endoplasmic reticulum membrane] (UniProt: Q9UBM7)
Reactants: 7dhDESOL [endoplasmic reticulum membrane] (ChEBI: 27910), NADPH [cytosol] (ChEBI: 57783), H+ [cytosol] (ChEBI: 15378)
Products: ","DESMOL [endoplasmic reticulum membrane] (ChEBI: 17737), NADP+ [cytosol] (ChEBI: 58349)",
R-HSA-199169,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: N/A
Reactants: CD160 [plasma membrane] (UniProt: O95971), MHC Class I molecules interacting with CD160 [plasma membrane]
Products: ",MHC Class I interacting with CD160 [plasma membrane] (complex of CD160 [plasma membrane] (UniProt: O95971)),
R-HSA-200729,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: SLC46A1 [plasma membrane] (UniProt: Q96NT5)
Reactants: FOLA [extracellular region] (ChEBI: 27470), H+ [extracellular region] (ChEBI: 15378)
Products: ","FOLA [cytosol] (ChEBI: 27470), H+ [cytosol] (ChEBI: 15378)",
R-HSA-2090038,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: NAGLU(59-743) [lysosomal lumen] (UniProt: P54802)
Reactants: H2O [lysosomal lumen] (ChEBI: 15377), GlcNAc- group [lysosomal lumen] (ChEBI: 63645)
Products: ","GlcNAc [lysosomal lumen] (ChEBI: 17411), -R [lysosomal lumen] (ChEBI: 24433)",
R-HSA-209921,"You are an expert on chemistry and biology. Complete the following reactions with their products. Do not repeat the question, provide only the answer in a brief manner. nEnzyme: DEHAL1:FMN [plasma membrane] (complex of FMN [cytosol] (ChEBI: 58210), IYD [plasma membrane] (UniProt: Q6PHW0))
Reactants: MIT [extracellular region] (ChEBI: 27847), NADPH [extracellular region] (ChEBI: 16474)
Products: ","L-Tyr [extracellular region] (ChEBI: 58315), I- [extracellular region] (ChEBI: 16382), NADP+ [extracellular region] (ChEBI: 18009)",
